ID,파일명,대주제,소주제,불공정 약관 원문,시정 요청 사유,근거 조항,수정 후 약관 조항
10092,210729(조간) 8개 가상자산사업자의 불공정약관 시정권고,계약해지·갱신 관련 조항,부당한 환불 및 반환 조항,"선물받은 콘텐츠 등 회원이 직접 유료로 구매하지 않은 콘텐츠는 환불 대상에서 제외됩니다.
 
 잔고가 최소 출금 가능 금액보다 적게 남아 있는 경우 회원에게 반환 되지 않으며, 이용계약 해지 시 모두 소멸됩니다.
 
 서비스 이용 과정상 회사가 취득하게 되는 이자 수입은 회사가 가상자산 대금 결제 서비스를 제공하는 대가로서의 성질을 가지며, 회원은 이에 대한 반환을 청구할 수 없습니다.
 
 절사된 금액에 대한 그 어떠한 보상도 회원에게 지급하지 아니합니다.","당사자 일방이 계약을 해지한 때에는 각 당사자는 
 
 그 상대방에 대하여 소급하여 원상회복의 의무를 지게 되므로 이미 수취한 대가 등이 있다면 계약해지되기 전까지의 정당한 대가와 귀책 여부에 따른 위약금 등을 제외하고는 원상회복 내지 
 
 반환하여야 한다. 아울러 가상자산 거래 서비스의 이용과 관련하여 발생하는 이자 수입 등이 있는 경우 그것이 고객의 재산권 내지 활동에 기반하여 발생한 것
 
 이라면 정당한 이유가 없는 이상 고객에게 반환되어야 한다.그러나 본 조항은 회원이 직접 구매하지 않고 선물받은 콘텐츠에 대하여 환불하지 않거나 최소 출금 가능금액 보다 적은 잔고, 이자수익 및 절사금액에 대하여 반환하지 않고 소멸되도록 하였다.따라서 본 약관조항은 계약의 해제 해지로 인한 고객의 원상 회복 청구권을 부당하게 포기하도록 하거나, 고객에게 부당하게 불리한 조항에 해당하여 무효이다","약관법 제9조 및 제6조
민법 제584조",
10093,210729(조간) 8개 가상자산사업자의 불공정약관 시정권고,계약조건의 일방적 변경 조항,스테이킹 및 노드 서비스 조항,"회사는 아래와 같은 사정이 발생한 경우 스테이킹(노드) 서비스로 인하여 지급된 보상을
 
 직권으로 취소하고 원상회복하거나 보상금의 지급을 보류할 수 있습니다.
 
 회원의 스테이킹 서비스의 비정상적 이용
 
 스테이킹 서비스 관련 블록체인 네트워크상 오류
 
 스테이킹 서비스 시스템의 오류
 
 기타 이에 준하는 사유","투자로 인한 수익은 고객의 재산으로 이런 수익의 ․ 취소보류 ․ 는 고객의 권리의무에 중대한 영향을 미치 는 사항이므로 그 사유를 규정하더라도 불가피한 경우로 한정되어야 할 뿐만 아니라 고객이 예측 가능하도록 구체적이고 명확하여야 한다. 그러나 본 조항은 사업자가 고객에게 ‘ 별도의 최고나 의사 확인 절차 없이 비정상적 이용 등의 불분명한 사유로 ’ 적으로 취소 보류 ㆍ 할 수 있도록 하였다. 또한, 시스템네트워크 ( 고객의 수익을 자의 )이 어떠한 시스템을 가리키는 것인지 불분명 하여 오류에 회사의 귀책사유가 있는 경우까지 보상을 취소 보류 할 수 있는 것으로 해석될 우려가 있다. 따라서 본 조항은 고객이 예상하기 어려운 조항 및 고객에게 부당 하게 불리한 조항에 해당하여 무효이다",약관법 제6조,
10094,210729(조간) 8개 가상자산사업자의 불공정약관 시정권고,계약조건의 일방적 변경 조항,영구적인 라이선스 제공 조항,"회원이 서비스 내에 게시한 게시물의 저작권은 저작권법에 의하여 보호를 받으며, 적법한 절차와 방법으로 회사에 다음과 같은 사용할 수 있는 영구적인 라이선스를 제공합니다.
 
 신규 서비스 개발, 프로모션 등을 위하여 게시물을 사용, 편집, 저장, 복제, 수정, 공개, 전송, 공개적 실연, 공개적인 게시, 배포할 수 있는 권리 게시물의 이차적 저작물 제작 및 배포할 수 있는 권리
 
 본 약관에 따른 이용계약을 해지되는 경우에도 위 라이선스는 존속됩니다.","저작재산권은 개별적으로 저작재산권자로부터 저작물 
 이용에 대한 허락을 받은 경우에 해당 저작물의 이용이 가능하다 온라인으로 다수 이용자와 계약 체결 시 약관을 통해 
 회원의 게시물 이용에 대한 허락을 받는다 하더라도 서비스 제공에 
 필요한 최소한의 범위 내에서 이용되어야 한다. 그러나, 본 조항은 사업자에게 회원의 게시물을 광범위하게 이용할 수 있는 라이선스(게시물을 사용, 편집, 저장, 복제, 이차적 저작물 제작 및 배포 등)를 부여하고 있으면서도 이러한 라이선스의 존속기간에 제한을 두고 있지 않다.
  한편, 콘텐츠 이용 허락 기간은회원이서비스 이용을 중단하는 때에종료
 
 된다고 보는 것이 타당하나 본 조항은 회원과의 이용계약이 해지된 
 
 후에도 합리적인 이유 없이 사업자가 회원의 게시물에 대한 라이선스를 
 
 보유하도록 하여 회원의 저작권 등 권리를 침해할 우려가 있다. 따라서 본
 
 약관조항은 고객에게 부당하게 불리한 조항에 해당
 
 하여 무효이다",약관법 제6조,
10095,210729(조간) 8개 가상자산사업자의 불공정약관 시정권고,계약해지·갱신 관련 조항,이용계약 중지 및 해지 조항,"회원이 서비스 내에 게시한 게시물의 저작권은 저작권법에 의하여 보호를 받으며, 적법한 절차와 방법으로 회사에 다음과 같은 사용할 수 있는 영구적인 라이선스를 제공합니다.
 
 · 신규 서비스 개발, 프로모션 등을 위하여 게시물을 사용, 편집, 저장, 복제, 수정, 공개, 전송, 공개적 실연, 공개적인 게시, 배포할 수 있는 권리 게시물의 이차적 저작물 제작 및 배포할 수 있는 권리
 
 본 약관에 따른 이용계약을 해지되는 경우에도 위 라이선스는 존속됩니다.","계약의 중지해지는 고객의 계약상 권리 의무에 중대한 
 
 영향을 미치는 사항이므로 그 사유를 규정하더라도 계약의 중지․해지가 
 
 불가피한 경우로 한정되어야 할 뿐만 아니라 고객이 예측 가능하도록 
 
 구체적이고 명확하여야 한다.
 
  그러나 본 조항의 '기타 본 약관에 위배되는 등' 은 경미하거나 
 
 사소한 약관 등의 의무를 위반한 경우에 까지도 계약을 해지할 
 
 우려가 있으며 부정한 용도 '회사의 합리적인 판단' 은 그 사유가 구체적으로 적시되어 있지 않고 포괄적 자의적으로 규정되어 있어 고객이 예상하기 어렵다. 
 
 따라서 본 약관조항은 사업자에게 법률에서 규정하고 있지 아니하는해지
 
 권을 부여하거나 법률의 규정에 의한 사업자의 해지권의 행사요건을 
 
 완화하여 고객에게 부당하게 불이익을 줄 우려가 있는 조항 및 계약의 
 
 해지 사유가 지나치게 포괄적 추상적으로 규정되어 있다는점에서 고객이 
 
 예상하기 어려운 조항에 해당하여 무효이다",약관법 제9조 및 제6,
10096,210729(조간) 8개 가상자산사업자의 불공정약관 시정권고,고객 선택권 제한 조항,서비스 이용제한 조항,"회원에게 다음 사유가 발생한 경우에는 회사는 서비스의 이용을 제한할 수 있습니다.
 
 월간 거래 이용금액이 과도한 경우
 
 비밀번호 연속 오류의 경우
 
 법령을 위반하거나 위반이 의심되는 경우","고객이 서비스의 이용을 제한받는 사유는 고객의 
 계약상 권리 의무에 중대한 영향을 미치는 사항이므로 
 그 사유를 규정
 하더라도 일부 서비스 제한이 불가피한 경우로 한정되어야 할 뿐만 
 아니라, 고객이 예측 가능하도록 구체적이고 명확하여야 한다.
 그러나 본 조항의 '월간 거래 이용금액이 과도한 경우' 와 같은 
 사유는 어느 정도의 금액이 과도한지 '비밀번호 연속 오류' 는 
 몇 회를 반복하여 오입력한 경우인지여부가 구체적으로 명시되어 있지 
 않아 회사의 자의적 판단으로 회원의서비스 이용을 제한할 수 있다. 
 또한 '법령을 위반하거나 위반이 의심되는 경우' 는 
 어떤 위반인지 여부가 구체적이지 않아 경미하거나 사소한 경우에 까지도 서비스 
 이용을 제한할 수 있는 등 포괄적자의적으로 규정되어 있어 고객이
 예상하기 어렵다.
 따라서 본약관조항은 고객이 예상하기 어려운 조항 및 고객에게
 부당하게 불리한 조항에 해당하여 무효이",약관법 제6조,
10097,210729(조간) 8개 가상자산사업자의 불공정약관 시정권고,면책·책임 제한 조항,"부당한 면책
 
 조항","회원이 변경사항을 회사에 알리지 않아 발생한 불이익에 대하여 회사는 책임지지 않습니다.
 
 회원이 회사의 통지를 확인하지 않아 발생한 불이익에 대하여 회사는 책임 지지 않습니다.
 
 회사는 회사에 링크된 사이트가 취급하는 상품 또는 용역에 대하여 보증책임을
 
 지지 아니합니다. 회사는 회사 연결사이트와 회원간에 행해진 거래에 대하여 어떠한 책임도 지지 아니합니다.","전시사변홍수지진 기타 이에 준하는 천재지변 등과 
 
 같은 불가항력적인 사유를 제외하고는 사업자의 고의 또는 과실로 인한 
 
 행위로 인해 고객에게 손해가 발생하였다면 사업자는 손해배상책임을 
 
 져야 하는 것이 민법상 기본원칙이고 이는 고객이나 제3자의 고의 또는 과실에 의한 행위와 사업자의 고의 또는 과실이 함께 경합하는 경우라도 마찬가지이다. 아울러, 사업자는 가상자산 거래 중개 등의 서비스를 제공하면서 
 
 고객들로부터 수수료를 받고 있는 자이고 특별한 사정이 없는 한 
 
 고객에게 원활한 서비스를 제공하기 위한 선량한 관리자로서의 주의
 
 의무를 다하여야 한다. 회원이 자신의 변경사항을 알리지 않았다 하더라도 회사가 선량한 
 
 관리자로서 보통의 주의만 했더라도 변경사항을 알 수 있었던 경우 등 
 
 회사의과실이 복합적으로 작용한 경우등에까지 회사의 모든 책임을 
 
 면제하는 것은 부당하며 회원이 통지를 확인하지 않아 입은 손해라
 
 , 
 
 고 
 
 하더라도 회사의 고의 또는 과실이 있는 경우에는 회사도 일정한 책임을 
 
 부담하여야 한다. 또한 사업자는 '링크'라는 적극적행위를 통하여 상품또는 용역내지는 이에대한 정보등을 간접적으로 제공하므로 링크된 사이트가 명백히 불법적인 경우나 허위의 정보를 제공하는 경우 등과 같은 
 
 경우에는 사업자의 귀책사유를 인정할 수 있다. '링크'는 사업자의 의사에따라 구성되고 배치되기때문에 거래소의 링크행위가 있음에도 어떠한 책임도 지지 않는 것은 링크를 선별, 
 
 배치한 주체의 행위에 대하여 무조건적인 면책을 하는 것이 되어 
 
 부당하다. 따라서 본 약관조항은 사업자의 고의 또는 중대한 과실로 인한 법률
 
 상의 책임을 배제하는 조항 및 사업자가 부담하여야 할 위험을 고객
 
 에게 전가하는 조항 그리고 신의성실의 원칙을 위반한 조항 및 고객
 
 에게 부당하게 불리한 조항에 해당하여 무효이다","약관법 제7조 및 제6조
민법 제 750조
민법 제760조",
10098,230908(조간) 은행 및 상호저축은행의 불공정 금융약관 시정요청,고객 선택권 제한 조항,은행이 자의적으로 서비스를 중단·제한·변경할 우려가 있는 조항,"【선불전자지급수단 이용약관(은행)】 제11조 이용의 제한 ① 다음 각 호 1의 경우에 △△△는 해당 이용자에 대한 서비스의 전부 또는 일부를 제한할 수 있습니다. 5. 기타 앱 등을 통하여 안내하는 사항을 위반한 경우 【자금관리시스템 개설 및 이용약관(은행)】 제6조 (서비스 중지 및 해지) ① 다음 각호의 1의 사유가 발생하는 경우 이 서비스를 해지하거나 중지할 수 있습니다. 4. ‘기업’의 이용수수료 연체가 발생한 경우 ② 전항 제4호의 경우 ‘은행’은 별도 통보 없이 해당 서비스를 중지시킬 수 있으며 ‘기업’에게 그 사실을 신속하게 통보하도록 합니다. 【체크카드 회원약관(개인회원용)(저축은행)】 제8조 (서비스의 내용) ② 서비스의 내용은 금융회사 등과 저축은행의 사정, 관련 법령, 정부부처의 가이드 라인 등에 따라 변경될 수 있습니다","서비스의 이용을 중단, 제한 및 변경하기 위해서는 ‘상당한 이유’가 
 
 있어야 하며, 그 사유가 추상적·포괄적이어서 고객이 예측하기 
 
 어렵거나 사업자가 자의적으로 판단하는 경우가 있어서는 안될 것이다.
 
  사업자가 사전에 정해지지 않은 사항을 “앱”을 통해 안내하는 
 
 경우 고객이 그 안내 사항을 예상하기 어려울 뿐만아니라 고객
 
 에게 정확히 전달된다고 보기도 어려우므로 앱을 통해 안내하는 
 
 사항을 서비스 제한 사유로 하는 것은 부당하다.
 또한, 서비스 이용을 중단, 제한하는 경우 채무이행이나 시정이 
 
 불가능하게 된 때 또는 관련 법규에서 금지하고 있는 경우 등 
 
 특별한 사정이 없는 한 시정기회나 이의제기 기회를 부여함이 
 
 타당하다.
 
  위 약관조항은 “기타 앱 등을 통하여 안내하는 사항을 위반한 경우” 등 
 
 그 사유가 지나치게 포괄적이거나, 사전통지 절차를 통한 고객의 
 
 시정기회를 부여하지 않아 ‘상당한 이유 없이 급부의 내용을 사업자가 
 
 일방적으로 변경하거나 사업자가 이행하여야 할 급부를 일방적으로 
 
 중지할 수 있게 하는 조항’ 및 ‘고객에게 부당하게 불리한 조항’으로 
 
 무효이다",약관법 제10조 제1호 내지 제2호 및 제6조 제2항 제1,
10099,230908(조간) 은행 및 상호저축은행의 불공정 금융약관 시정요청,계약해지·갱신 관련 조항,계약해지 사유를 추상적·포괄적으로 정한 조항,"【전자어음거래약관(은행)】 제14조 (전자어음거래의 해지) ③ 은행은 이용자가 ｢신용정보관리규약｣의 ‘신용도판단정보 중 연체정보, 대위변제･ 대지급정보, 부도정보, 금융질서문란정보와 관련인 정보’ 및 공공정보 대상자로 등록되고, 은행이 정한 전자어음발행거래계약 해지사유에 해당할 때에는 이 전자어음 거래를 해지하고 그 사실을 전자우편 등 이용자와 사전에 합의한 방법으로 이용자 에게 통지한다. 【멤버십서비스 이용약관(저축은행)】 제7조 (회원탈퇴 및 자격상실) ② 회원이 다음 각 호 중 하나의 사유의 해당하는 경우 저축은행은 회원의 자격을 상실시킬 수 있습니다. 3. 회원이 본 약관을 위반한 사실이 밝혀진 경우","계약은 당사자 일방이 임의로 무효화 시켜서는 안 되므로, 계약의 
 
 해제·해지 사유는 민법 규정이나 계약의 취지에 비추어 채무불이행 
 
 사유에 해당하여야 할 것이고 그 사유 또한 구체적으로 열거되어야 
 
 할 것이다.
 
  위 약관조항은 “은행이 정한 해지사유”, “본 약관을 위반” 등 계약
 
 해지 사유를 추상적·포괄적으로 정하여 은행이 자의적으로 판단할 
 
 우려가 있는 바, ‘사업자에게 법률에서 규정하고 있지 않은 해제권 
 
 또는 해지권을 부여하여 고객에게 부당하게 불이익을 줄 우려가 
 
 있는 조항’으로 무효이다",약관법 제9조 제2호,
10100,230908(조간) 은행 및 상호저축은행의 불공정 금융약관 시정요청,기타 불공정 조항,개별통지를 생략하거나 개별통지 수단이 부적절한 조항,"【주택담보 노후연금대출용 대출거래약정서(은행)】 제5조 대출이자율의 적용 및 변동 ① 대출이자율의 적용 제1조 제5항의 대출이자율은 대출약정일을 기준으로 산정된 금리입니다. 이 산정된 금리가 대출을 실행하는 날에 제2항의 사유 등에 의해 변동될 수 있습니다. 이 경우 에는 실제 적용할 대출이자율을 대출거래장에 표시하고, 개별통지는 생략합니다 【○○○ 체크카드 개인회원 약관(은행)】 제22조 (약관변경승인 등) ① 이 약관을 변경할 경우 . 은행은 그 내용을 변경약관 시행일로부터 1개월 이전까지 회원에게 서면, 전자우편(E-MAIL), 모바일앱 , 휴대폰 메시지 중 1가지 이상의 방법 으로 개별 통지하여 드립니다 . 【○○○ 인증서비스 이용약관(은행)】
 
 제9조 (회원에 대한 통지)
 
  ③ 은행은 불특정 다수 회원에 대한 통지의 경우 서비스 내 공지 화면 등에 게시
 
 함으로써 개별 통지에 갈음할 수 있습니다
 
 .","고객의 권리 또는 의무에 중대한 영향을 미치는 사안에 대해서는 
 
 고객에게 개별적으로 통지하여 고객이 해당 내용을 제 때 인지할 수 
 
 있도록 해야 할 것이며, 그 대상이 불특정 다수라고 하더라도 개별 
 
 통지하여 정확히 정보제공을 해야 한다.
 
 모바일앱 혹은 서비스 내 공지 화면은 특별한 사정이 없는 한 
 
 고객이 항상 확인할 것으로 기대하기 어려우므로 개별 통지 수단
 
 으로 적합하다고 볼 수 없다.
 
  위 약관조항은 대출실행일에 실제 적용할 대출이자율의 개별 통지를 
 
 생략하거나, 약관이 변경되는 경우 등 통지 내용의 중요도에 대한 고려 
 
 없이 모바일앱이나 공지 화면 게시로만 통지할 수 있어 ‘고객에게 
 
 부당하게 불리한 조항’으로 무효이다",약관법 제6조 제2항 제1호,
10101,230908(조간) 은행 및 상호저축은행의 불공정 금융약관 시정요청,기타 불공정 조항,"고객의 신용정보를 개별동의 없이 제공하거나, 자의적으로 활용할 수 있는 조항","【전자어음거래약관】 제38조 (정보제공․활용 동의) ② 은행은 이용자의 정보, 발행․수취․배서․보증․사고신고 내역 등의 정보를 관련 법령, 관련 약관 등에 따라 활용할 수 있다.","개인정보보호법, 신용정보법 등 관련법률의 규정에 따라 사업자가 개인신용정보를 수집 이용하거나 타인에게 제공하는 때에는 사전에 별도로 고객의 동의를 얻어야 한다. 개인신용정보가 아닌 기업의 신용정보를 활용하고자 할 경우에도 활용 목적 등을 구체적으로 정하여 신용정보주체에게 예측가능성이 부여되도록 해야 할 것이다. 위 약관조항은 이용자(신용정보주체인 개인 또는 기업)의 신용정보를 “관련 약관 등”에 따라 활용할 수 있게 함으로써 은행이 개인신용 정보를 사전 동의 없이 활용하거나 기업신용정보를 광범위하게 활용할 우려가 있어 ‘고객에게 부당하게 불리한 조항’으로 무효이다",약관법 제6조 제2항 제1호,
10102,230908(조간) 은행 및 상호저축은행의 불공정 금융약관 시정요청,면책·책임 제한 조항,은행에 대한 부당한 면책 조항,"【이용기관용 ○○○ 인증서비스 이용약관(은행)】 제11조 (서비스의 변경 및 중지) ④ 은행은 서비스의 변경, 중지로 발생하는 문제에 대해서는 어떠한 책임도 지지 않습니다 . 【멤버십서비스 이용약관(저축은행)】 제9조 (회원의 의무) ② 통지를 하지 않음으로써 발생하는 손해에 대하여 저축은행은 어떠한 책임 도 지지 않습니다 .","사업자의 고의 또는 과실로 인한 행위로 인해 고객에게 손해가 발생하였다면 사업자가 손해배상책임을 져야 하는 것이 민법상 기본원칙이다 위 약관조항은 은행의 고의 또는 과실 여부를 불문하고 모든 책임을 
 
 배제하고 있어 ‘사업자의 고의 또는 중대한 과실로 인한 법률상의 
 
 책임을 배제하는 조항’ 및 ‘고객에게 부당하게 불리한 조항’으로 무효이다",민법 제750조 약관법 제7조 제1호 및 제6조 제2항 제1호,
10103,230908(조간) 은행 및 상호저축은행의 불공정 금융약관 시정요청,고객 선택권 제한 조항,고객의 이의제기권을 상당한 이유 없이 배제하는 조항,"【비대면채널 대출상품 서비스 이용약관(기업용)】
 
 제4조 대출약정
 
 ④ 이용자는 대출을 신청함에 있어서 각 항목을 사실대로 기재하며, 만일 기재내용이 사실과 다를 경우 은행이 대출 승인을 취소하거나 대출읋 회수하더라도 이의를 제기하지 않기로 합니다.","고객이 기재한 내용이 사실과 다르다는 이유 등으로 대출 회수 등의 조치가 취해지는 경우, 고객은 기재 내용의 진위 여부나 자신의 귀책사유에 대해 이의를 제기하여 다툴 수 있어야 할 것이다. 위 약관조항은 고객의 이의제기권을 확정적으로 포기하도록 하여 고객이 기재 내용의 진위 여부나 자신의 귀책사유를 다툴 수 있는 일체의 기회를 차단하므로, ‘법률에 따른 고객의 권리를 상당한 이유 없이 배제하거나 제한하는 조항’으로 무효이다",약관법 제11조 제1호,
10104,230908(조간) 은행 및 상호저축은행의 불공정 금융약관 시정요청,기타 불공정 조항,고객의 부작위에 대하여 의사표시를 의제하는 조항,"【예금거래기본약관(은행】 제18조 수수료 ⑤ 거래처는 제4항의 고지 후 변경된 수수료표 시행일 전영업일까지 서면에 의한 통지로 계약을 해지할 수 있으며, 이 기간 내에 거래처의 서면에 의한 이의가 은행에 도달하지 않으면 이를 승인한 것으로 본다 .","고객의 작위나 부작위가 고객의 진정한 의사와는 관계없이 특정 
 
 의사표시로 의제되는 경우에는 자신도 알지 못하는 사이에 불리해
 
 지거나 원하지 않는 효과가 발생될 위험이 있다. 따라서, 의사표시 의제조항은 ‘일정한 작위 또는 부작위가 있을 경우 
 
 고객의 의사표시가 표명된 것으로 본다’라는 뜻을 사전에 따로 개별 
 
 고지하도록 하는 경우에만 예외적으로 허용될 수 있다. 
 
 위 약관조항은 ‘고객의 별도 의사표시가 없는 경우 수수료 변경을 
 
 승인한 것으로 본다’라는 뜻을 따로 개별 고지하도록 하는 내용 없이 
 
 의사표시 의제를 규정하고 있어 ‘일정한 부작위가 있을 경우 고객의 
 
 의사표시가 표명된 것으로 보는 조항’으로 무효이다",약관법 제12조 제1호,
10105,230908(조간) 은행 및 상호저축은행의 불공정 금융약관 시정요청,기타 불공정 조항,은행에게 상계권(채무변제 충당권)을 포괄적으로 부여한 조항,【외화예금거래기본약관】 제8조 (지급특례) 은행은 예금주의 수표·지급청구서 없이 이 예금을 예금주의 은행에 대한 다음 각 호의 채무변제에 충당할 수 있습니다. 3. 기타 대체결제가 필요하다고 인정되는 채무,"고객의 예금을 은행에 대한 채무변제에 충당하는 지급특례는 고객의 이해에 중대한 영향을 미치는 사안이므로, 고객이 예측할 수 있도록 그 요건과 변제 대상 채무의 종류를 구체적으로 정하여야 할 것이다. 위 약관조항은 은행에게 채무변제 충당권을 포괄적으로 부여하여 고객의 예금이 어떤 채무의 변제에 충당되는지를 예측할 수 없어 ‘고객에게 부당하게 불리한 조항’으로 무효이다",약관법 제6조 제2항 제1호,
10106,여신전문금융분야불공정 약관 시정요청,계약조건의 일방적 변경 조항,사업자가 자의적으로 서비스를 중단·제한·변경할 우려가 있는 조항 (33개 조항),"【대출비교서비스 이용약관】
  회사는 운영상, 경영상, 기술상의 필요 또는 금융회사등과의 계약 종료에 따라 대 출비교서비스의 전부 또는 일부 내용을 수시로 변경하거나 대출비교서비스를 중단, 종료할 수 있습니다.","서비스의 이용을 중단, 제한 및 변경하기 위해서는 ‘상당한 이유’가 있어야 하며, 그 사유가 추상적·포괄적이어서 고객이 예측하기 어렵거나 사업자가 자의적으로 판단하는 경우가 있어서는 안 될 것이다.
  또한, 서비스가 고객에게 불리하게 변경될 경우에는 개별 통지함 으로써 해당 거래의 지속 여부 또는 부가서비스 이용계획 변경 등의 기회를 부여함이 타당하다.
  신용카드 해외결제를 위한 세계적 브랜드사(비자, 마스터 등)의 제휴 서비스의 경우, 부가기능이지만 고액의 프리미엄 멤버십가입을 선택하는 고객에게 사전 고지 없는 서비스 변경‧중단은 권리침해 정도가 크다고 할 수 있다.
  참고로『금융소비자 보호에 관한 감독규정』에 따르면 부가서비스를 변경 하는 경우 변경일 6개월 이전에 고객에게 개별 고지하는 것을 원칙으로 정하고 있다.
  해당 약관조항들은 서비스 중단, 변경 등의 사유가 지나치게 포괄적 이고, ‘상당한 이유 없이 급부의 내용을 사업자가 일방적으로 변경 하거나 사업자가 이행하여야 할 급부를 일방적으로 중지할 수 있게 하는 조항’ 및 ‘고객에게 부당하게 불리한 조항’으로 무효이다","약관법 제10조 제1호
약관법 제10조 제2호
약관법 제6조 제2항 제1호",
10107,여신전문금융분야불공정 약관 시정요청,계약조건의 일방적 변경 조항,사업자가 자의적으로 서비스를 중단·제한·변경할 우려가 있는 조항 (33개 조항),"【신용카드 서비스 안내장】
  인천공항 발레파킹, 김포공항 발레파킹
  상기 서비스의 제공 및 이행에 관한 책임은 전적으로 실제 서비스를 제공하는 제 휴사에 있으며 사전 고지없이 중단 또는 변경될 수 있습니다.","서비스의 이용을 중단, 제한 및 변경하기 위해서는 ‘상당한 이유’가 있어야 하며, 그 사유가 추상적·포괄적이어서 고객이 예측하기 어렵거나 사업자가 자의적으로 판단하는 경우가 있어서는 안 될 것이다.
  또한, 서비스가 고객에게 불리하게 변경될 경우에는 개별 통지함 으로써 해당 거래의 지속 여부 또는 부가서비스 이용계획 변경 등의 기회를 부여함이 타당하다.
  신용카드 해외결제를 위한 세계적 브랜드사(비자, 마스터 등)의 제휴 서비스의 경우, 부가기능이지만 고액의 프리미엄 멤버십가입을 선택하는 고객에게 사전 고지 없는 서비스 변경‧중단은 권리침해 정도가 크다고 할 수 있다.
  참고로『금융소비자 보호에 관한 감독규정』에 따르면 부가서비스를 변경 하는 경우 변경일 6개월 이전에 고객에게 개별 고지하는 것을 원칙으로 정하고 있다.
  해당 약관조항들은 서비스 중단, 변경 등의 사유가 지나치게 포괄적 이고, ‘상당한 이유 없이 급부의 내용을 사업자가 일방적으로 변경 하거나 사업자가 이행하여야 할 급부를 일방적으로 중지할 수 있게 하는 조항’ 및 ‘고객에게 부당하게 불리한 조항’으로 무효이다","약관법 제10조 제1호
약관법 제10조 제2호
약관법 제6조 제2항 제1호",
10108,여신전문금융분야불공정 약관 시정요청,계약조건의 일방적 변경 조항,사업자가 자의적으로 서비스를 중단·제한·변경할 우려가 있는 조항 (33개 조항),"【신용카드 서비스 안내장】
 ᄋᄋ 브랜드 서비스에 대한 구체적 내용 및 적용기준, 변동사항은 ᄋᄋ 카드사의 내부 약관 및 서비스 규정을 따릅니다","서비스의 이용을 중단, 제한 및 변경하기 위해서는 ‘상당한 이유’가 있어야 하며, 그 사유가 추상적·포괄적이어서 고객이 예측하기 어렵거나 사업자가 자의적으로 판단하는 경우가 있어서는 안 될 것이다.
  또한, 서비스가 고객에게 불리하게 변경될 경우에는 개별 통지함 으로써 해당 거래의 지속 여부 또는 부가서비스 이용계획 변경 등의 기회를 부여함이 타당하다.
  신용카드 해외결제를 위한 세계적 브랜드사(비자, 마스터 등)의 제휴 서비스의 경우, 부가기능이지만 고액의 프리미엄 멤버십가입을 선택하는 고객에게 사전 고지 없는 서비스 변경‧중단은 권리침해 정도가 크다고 할 수 있다.
  참고로『금융소비자 보호에 관한 감독규정』에 따르면 부가서비스를 변경 하는 경우 변경일 6개월 이전에 고객에게 개별 고지하는 것을 원칙으로 정하고 있다.
  해당 약관조항들은 서비스 중단, 변경 등의 사유가 지나치게 포괄적 이고, ‘상당한 이유 없이 급부의 내용을 사업자가 일방적으로 변경 하거나 사업자가 이행하여야 할 급부를 일방적으로 중지할 수 있게 하는 조항’ 및 ‘고객에게 부당하게 불리한 조항’으로 무효이다","약관법 제10조 제1호
약관법 제10조 제2호
약관법 제6조 제2항 제1호",
10109,여신전문금융분야불공정 약관 시정요청,계약조건의 일방적 변경 조항,사업자가 자의적으로 서비스를 중단·제한·변경할 우려가 있는 조항,"【신용카드 서비스 안내장】
  본 서비스는 제휴 골프장의 사정에 따라 불가피하게 변경 또는 중단될 수 있습니다.","서비스의 이용을 중단, 제한 및 변경하기 위해서는 ‘상당한 이유’가 있어야 하며, 그 사유가 추상적·포괄적이어서 고객이 예측하기 어렵거나 사업자가 자의적으로 판단하는 경우가 있어서는 안 될 것이다.
  또한, 서비스가 고객에게 불리하게 변경될 경우에는 개별 통지함 으로써 해당 거래의 지속 여부 또는 부가서비스 이용계획 변경 등의 기회를 부여함이 타당하다.
  신용카드 해외결제를 위한 세계적 브랜드사(비자, 마스터 등)의 제휴 서비스의 경우, 부가기능이지만 고액의 프리미엄 멤버십가입을 선택하는 고객에게 사전 고지 없는 서비스 변경‧중단은 권리침해 정도가 크다고 할 수 있다.
  참고로『금융소비자 보호에 관한 감독규정』에 따르면 부가서비스를 변경 하는 경우 변경일 6개월 이전에 고객에게 개별 고지하는 것을 원칙으로 정하고 있다.
  해당 약관조항들은 서비스 중단, 변경 등의 사유가 지나치게 포괄적 이고, ‘상당한 이유 없이 급부의 내용을 사업자가 일방적으로 변경 하거나 사업자가 이행하여야 할 급부를 일방적으로 중지할 수 있게 하는 조항’ 및 ‘고객에게 부당하게 불리한 조항’으로 무효이다","약관법 제10조 제1호
약관법 제10조 제2호
약관법 제6조 제2항 제1호",
